1.222164988999999979e-01,1.177749990999999996e-01,1.008635997999999950e-01,1.034837007999999947e-01,9.973583219999999916e-02,1.690298020000000068e-02,3.088546038000000160e-01,2.071743435277777906e-02,5.037919880000000239e-01,-2.469675990000000099e-01,9.686247709999999955e-01,4.509916199999999820e-02,3.866506958000000083e+01,9.881677856000000020e+02,9.954078978999999663e+02,2.389612006999999849e+01,2.247529984000000169e+01,2.270479965000000178e+01,6.697831154000000176e+00,2.102436065999999926e+01,4.578070068000000248e+01,2.823234940000000037e+01,1.992499948000000076e+00,8.419497300000000281e-03,1.000000000000000000e+02
0.1220957041,0.1178356051,0.1008337975,0.1034904003,0.0997456074,0.017045980699999998,0.3067089081,0.02070584403055556,0.503797114,-0.246968001,0.9724730250000002,0.036207668,38.66506958,988.1729736,995.4083252,23.89612007,22.48698044,22.70602036,6.689321995,21.02683067,45.79850006,28.23176956,2.224999905,0.0084195264,100.0
0.1222965002,0.1181244969,0.1008041024,0.10349700449999998,0.0997456074,0.0170655504,0.3017019987,0.02069657219722222,0.50380218,-0.246968493,0.97632122,0.042708062,31.39463997,988.1782837,995.4088135,23.92910004,22.49865913,22.70722961,6.680810928,21.02931023,45.81629944,28.23118973,2.414999962,0.0084195562,100.0
0.1223809004,0.1182914019,0.1007743001,0.1035037041,0.0997456074,0.0173331797,0.3174376965,0.020690280066666667,0.503807425,-0.246969,0.975115895,0.035256911,28.97116089,988.1834717,995.4091797,23.94042969,22.5103302,22.70845032,6.672301769,21.03178024,45.83409882,28.23060036,2.180000067,0.008419585999999998,100.0
0.1226701021,0.1186946988,0.1005879045,0.1035102963,0.0997456074,0.0176972196,0.3099275112,0.020684979755555555,0.503812373,-0.246969402,0.968256474,0.033983689,28.97116089,988.1887207,995.4096069,23.94087029,22.5220108,22.70966911,6.663792133,21.03425026,45.85189819,28.23002052,2.210000038,0.008419615799999999,100.0
0.1230571032,0.1185814023,0.1008679986,0.1032884002,0.0997456074,0.0177860901,0.2913309097,0.02068464915,0.503817618,-0.246969894,0.950085104,0.037175469,28.97116089,988.1937866,995.4100952,23.94132042,22.53367996,22.71088028,6.655282021,21.03672981,45.86970139,28.22944069,2.047499895,0.0084196463,100.0
0.1231822014,0.11863709689999997,0.10083830359999998,0.1035794973,0.0997456074,0.0177832305,0.3574919939,0.020669085186111113,0.503822684,-0.2469704,0.928584218,0.040367249,28.97116089,988.1989746,995.4105225,23.94177055,22.54536057,22.71209908,6.646771908,21.03919983,45.88750076,28.22886086,2.122499943,0.008419674599999998,100.0
0.122952795,0.118817699,0.1006476045,0.1035457969,0.0997456074,0.017959539599999998,0.3102850914,0.0206611379,0.50382781,-0.246970803,0.910956383,0.03443101,38.98064041,988.2042847,995.4108887,23.94220924,22.55702972,22.71331024,6.638261795,21.04167938,45.90530014,28.22827911,2.102499962,0.008419703699999998,100.0
0.1231986046,0.1188784957,0.1008322954,0.1033383012,0.0997456074,0.0179989204,0.3188682079,0.020657609302777772,0.503832877,-0.246971294,0.907043993,0.04771205,42.31713104,988.2094727000001,995.411377,23.94265938,22.56871033,22.71453094,6.629753113,21.0441494,45.92309952,28.22768974,2.327500105,0.008419734199999999,100.0
0.1232660055,0.1188992977,0.1009098053,0.1035333991,0.0997456074,0.0179727599,0.3446173906,0.02065407435,0.503838122,-0.246971801,0.91938591,0.03519085,42.31713104,988.2147217,995.4118042,23.94310951,22.58039093,22.7157402,6.621243,21.04661942,45.9408989,28.22710991,2.3125,0.008419763999999998,100.0
